#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Créditos Extraordinarios,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0801B,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000.0,,1000.0,,
0801B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,557.9,
0801B,92000,22201,COMUNICACIONES POSTALES,1000.0,,1000.0,,
0801B,92000,22202,COMUNICACIONES TELEGRÁFICAS,1000.0,,1000.0,,
0801B,92000,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,1000.0,,1000.0,,
0801B,92000,22602,PUBLICIDAD Y PROPAGANDA,,,,1728.05,
0801B,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",1000.0,,1000.0,13533.36,
0801B,92000,22699,OTROS GASTOS DIVERSOS,20000.0,,9366.56,10424.33,
0801B,92000,22703,SERVICIOS POSTALES Y MENSAJERÍA,1000.0,,1000.0,,
0801B,92000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,46000.0,,36000.0,18190.0,
0801B,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,6000.0,,6000.0,2248.28,
0801B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,10000.0,,10000.0,2248.69,
0801C,33300,48913,OTRAS TRANSFERENCIAS MUSEO NÉSTOR,230000.0,,230000.0,230000.0,
0801C,33300,48924,OTRAS TRANFERENCIAS MUSEO CANARIO,48000.0,,48000.0,48000.0,
0801C,33400,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13665.83,,13665.83,13441.8,
0801C,33400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23245.68,,23245.68,23245.68,
0801C,33400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,52433.28,,52433.28,52360.56,
0801C,33400,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7263.0,,7263.0,7263.0,
0801C,33400,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,13295.04,,13295.04,13295.04,
0801C,33400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,31211.4,,31211.4,31029.66,
0801C,33400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,61133.96,,61133.96,60971.54,
0801C,33400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,62903.02,,62903.02,62156.85,
0801C,33400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,120335.74,,120335.74,119961.12,
0801C,33400,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,18677.76,,12677.76,11825.16,
0801C,33400,12300,RESIDENCIA PERSONAL FUNCIONARIO,17125.33,,17125.33,17079.0,
0801C,33400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,695422.52,,650422.52,649762.6,
0801C,33400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,601392.47,,569392.47,569145.62,
0801C,33400,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,69465.96,,53465.96,50264.66,
0801C,33400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,177592.72,,154592.72,155596.91,
0801C,33400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,67006.61,,67006.61,66884.47,
0801C,33400,44900,OTRAS SUBV. A ENTES PÚBL. Y SOC. MERCANTILES DEL AYTO.,5271000.0,1159500.0,6430500.0,6330500.0,
0801C,33400,48901,OTRAS TRANSFERENCIAS FUNDACIÓN AUDITORIO TEATRO PÉREZ GALDÓS,1000000.0,,1000000.0,1000000.0,
0801C,33400,48923,OTRAS TRANSFERENCIAS AMIGOS DE LA ÓPERA,300000.0,,300000.0,300000.0,
0801C,33400,48925,OTRAS TRANFERENCIAS ESCUELA LUJÁN PÉREZ,6000.0,,6000.0,6000.0,
0801C,33400,48926,OTRAS TRANFERENCIAS R.S. ECONÓM. AMIGOS DEL PAÍS,6000.0,,6000.0,6000.0,
0801C,33400,48927,OTRAS TRANFERENCIAS GABINETE LITERARIO,5000.0,,5000.0,5000.0,
0801C,33400,48928,OTRAS TRANFERENCIAS SOCIEDAD FILARMÓNICA L.P.G.C.,7000.0,,7000.0,7000.0,
0801C,33400,48929,OTRAS TRANFERENCIAS AMIGOS CANARIOS DE LA ZARZUELA,6000.0,,6000.0,6000.0,
0801C,33400,48938,OTRAS TRANSFERENCIAS R.A. BELLAS ARTES S. MIGUEL ARCÁNGEL,4000.0,,4000.0,4000.0,
0801C,33400,48939,OTRAS TRANSFERENCIAS ASOC. ISLAS CAN. ARTISTAS VISUALES,4000.0,,4000.0,4000.0,
0801C,33400,48940,OTRAS TRANSFERENCIAS ASOC. CULT. ORQUESTA BELLA BARTOLOK,15000.0,,15000.0,15000.0,
0801C,92000,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,6400.0,,6400.0,,
0801C,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,11080.0,3016.39,14096.39,12064.44,
0801C,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,3065.0,
0801C,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,203.3,
0801C,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,400.0,,400.0,722.78,
0801C,92000,22104,VESTUARIO,7700.0,,7700.0,2169.31,
0801C,92000,22109,ÚTILES Y HERRAMIENTAS,3520.0,1057.65,4577.65,7212.19,
0801C,92000,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1400.0,,1400.0,749.74,
0801C,92000,22199,OTROS SUMINISTROS,,,,8731.86,
0801C,92000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,3000.0,3000.0,3000.0,
0801D,13200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,94540.66,,94540.66,88896.55,
0801D,13200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,361082.9,,361082.9,353681.09,
0801D,13200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,4413340.7,,4209340.7,4206819.29,
0801D,13200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5447.25,,5447.25,,
0801D,13200,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,938533.92,,895533.92,889674.42,
0801D,13200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,2831372.26,,2745372.26,2726456.11,
0801D,13200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,2684443.55,,2517443.55,2515711.11,
0801D,13200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,6364855.65,,6071855.65,6061984.51,
0801D,13200,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,107368.08,,67368.08,61453.71,
0801D,13200,12300,RESIDENCIA PERSONAL FUNCIONARIO,776859.11,,746859.11,738524.36,
0801D,13200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,92580.39,,80580.39,80464.56,
0801D,13200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,75272.64,,67272.64,66103.93,
0801D,13200,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,7315.44,,7315.44,5606.46,
0801D,13200,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,411973.25,,371973.25,371969.66,
0801D,13200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,,,2000.0,743.0,
0801D,13200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,9000.0,,9000.0,5570.16,
0801D,13200,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",12000.0,,12000.0,12193.82,
0801D,13200,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,40000.0,,22000.0,10137.98,
0801D,13200,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,8000.0,,8000.0,3132.23,
0801D,13200,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,1353.38,
0801D,13200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,35000.0,,15500.0,15304.5,
0801D,13200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,10000.0,,10000.0,16006.55,
0801D,13200,22103,COMBUSTIBLES Y CARBURANTES,,,,45.91,
0801D,13200,22104,VESTUARIO,544000.0,,488500.0,270269.18,
0801D,13200,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,2500.0,,2500.0,2499.2,
0801D,13200,22109,ÚTILES Y HERRAMIENTAS,3000.0,,3000.0,20.0,
0801D,13200,22112,"SUMIN. DE MATERIAL ELECTRÓNICO, ELÉCTRICO Y DE TELECOMUNIC.",,,,18264.58,
0801D,13200,22113,MANUTENCIÓN DE ANIMALES,5000.0,,5000.0,3030.24,
0801D,13200,22199,OTROS SUMINISTROS,40000.0,,25692.31,8836.99,
0801D,13200,22201,COMUNICACIONES POSTALES,,,,316.35,
0801D,13200,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,2000.0,,2000.0,1674.32,
0801D,13200,22500,TRIBUTOS ESTATALES,,,,606.8,
0801D,13200,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,6500.0,,6500.0,644.5,
0801D,13200,22602,PUBLICIDAD Y PROPAGANDA,1000.0,,1000.0,,
0801D,13200,22603,PUBLICACIÓN EN DIARIOS OFICIALES,2000.0,,2000.0,,
0801D,13200,22699,OTROS GASTOS DIVERSOS,15000.0,,13000.0,10069.03,
0801D,13200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,1443.64,
0801D,13200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,2500.0,,2500.0,5182.05,
0801D,13200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2500.0,,2500.0,5642.73,
0801D,13200,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,,
0801D,13200,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,692.31,,
0801D,13200,62400,ELEMENTOS DE TRANSPORTE,26750.0,,26750.0,65657.98,
0801D,13200,62900,EQUIPOS DE TRANSMISIONES,83250.0,,83250.0,,
0801D,13300,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,290580.53,,290580.53,291157.6,
0801D,13300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,131288.15,,131288.15,132198.2,
0801D,13300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,147904.41,,147904.41,147731.56,
0801D,13300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,351894.1,,351894.1,352592.92,
0801D,13300,12300,RESIDENCIA PERSONAL FUNCIONARIO,46200.02,,46200.02,46291.78,
0801D,13300,22709,SERVICIO DE GRÚAS,100000.0,,99307.69,23446.5,
0801E,13600,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13665.83,,13665.83,13441.8,
0801E,13600,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,78686.29,,78686.29,78540.84,
0801E,13600,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,996786.23,,996786.23,993981.24,
0801E,13600,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,195127.92,,187127.92,185215.88,
0801E,13600,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,770905.98,,770905.98,768624.11,
0801E,13600,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,652298.63,,652298.63,636735.71,
0801E,13600,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,1686402.51,,1681402.51,1673561.07,
0801E,13600,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,1601311.08,,1587311.08,1579210.8,
0801E,13600,12300,RESIDENCIA PERSONAL FUNCIONARIO,173228.39,,173228.39,171949.48,
0801E,13600,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,53170.16,,53170.16,52864.84,
0801E,13600,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,44326.56,,44326.56,43518.67,
0801E,13600,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,5278.8,,5278.8,4963.52,
0801E,13600,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,67543.62,,67543.62,67268.17,
0801E,13600,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,72000.08,,72000.08,71963.53,
0801E,13600,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",1000.0,,1000.0,,
0801E,13600,20900,CÁNONES,1000.0,,1000.0,943.07,
0801E,13600,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,18000.0,,18000.0,10380.67,
0801E,13600,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3000.0,,3000.0,2873.63,
0801E,13600,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,30000.0,,30000.0,75294.9,
0801E,13600,21401,MANTENIMIENTO ESPECIALIZADO DE VEHÍCULOS DE BOMBEROS,93000.0,,93000.0,33757.77,
0801E,13600,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,1000.0,,1000.0,92.02,
0801E,13600,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,295.96,
0801E,13600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,600.0,,600.0,1061.87,
0801E,13600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100.0,,100.0,,
0801E,13600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,1693.83,
0801E,13600,22102,GAS,150.0,,150.0,62.66,
0801E,13600,22103,COMBUSTIBLES Y CARBURANTES,42000.0,,42000.0,34756.61,
0801E,13600,22104,VESTUARIO,35351.16,,35351.16,91080.02,
0801E,13600,22105,PRODUCTOS ALIMENTICIOS,4000.0,,4000.0,2179.98,
0801E,13600,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,350.0,,350.0,,
0801E,13600,22109,ÚTILES Y HERRAMIENTAS,1200.0,,1200.0,,
0801E,13600,22110,PRODUCTOS DE LIMPIEZA Y ASEO,3000.0,,3000.0,,
0801E,13600,22111,"SUMINISTROS DE REPUESTOS DE MAQ., UTILLAJE Y ELEM. TRANSP.",,,,14500.45,
0801E,13600,22199,OTROS SUMINISTROS,1000.0,,1000.0,29193.96,
0801E,13600,22300,GASTOS DE TRANSPORTES,,,,659.2,
0801E,13600,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,3000.0,,3000.0,1483.5,
0801E,13600,22602,PUBLICIDAD Y PROPAGANDA,6000.0,,6000.0,6885.9,
0801E,13600,22603,PUBLICACIÓN EN DIARIOS OFICIALES,2000.0,,2000.0,,
0801E,13600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",50000.0,,16150.0,,
0801E,13600,22699,OTROS GASTOS DIVERSOS,10000.0,,10000.0,9580.59,
0801E,13600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,195364.92,,195364.92,103785.91,
0801E,13600,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0801E,13600,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,1596.21,
0801E,13600,60900,OTRAS INVERSIONES NUEVAS EN INFR EST. Y BIENES DE USO GNRAL.,51700.0,,51700.0,19117.05,
0801E,13600,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,100000.0,,442003.79,357813.48,33289.14
0801E,13600,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",66000.0,,125920.0,110340.15,
0801E,13600,62400,ELEMENTOS DE TRANSPORTE,,,330000.0,438.7,330000.0
0801E,13600,62500,MOBILIARIO,,19172.0,19172.0,19172.0,
0801E,13600,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,45331.09,,45331.09
0801E,13600,62900,EQUIPOS DE TRANSMISIONES,19000.0,,19000.0,19251.01,
0801E,13600,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,,,8182.34,,8182.34
0801E,13600,62909,OTRAS INV NUEVAS ASOC AL FUNCIONAM OPERATIVO DE LOS SERV,300000.0,,300000.0,,
0801E,13600,64100,GASTOS EN APLICACIONES INFORMÁTICAS,18000.0,,192828.97,,174828.97
0801F,13500,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1000.0,,1000.0,,
0801F,13500,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,10000.0,,10000.0,11541.43,
0801F,13500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,600.0,,600.0,,
0801F,13500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,600.0,,600.0,,
0801F,13500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,200.0,,200.0,,
0801F,13500,22104,VESTUARIO,10000.0,,10000.0,10091.52,
0801F,13500,22105,PRODUCTOS ALIMENTICIOS,10000.0,,10000.0,12308.0,
0801F,13500,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,5000.0,,5000.0,1195.87,
0801F,13500,22109,ÚTILES Y HERRAMIENTAS,1400.0,,1400.0,1679.65,
0801F,13500,22110,PRODUCTOS DE LIMPIEZA Y ASEO,600.0,,600.0,,
0801F,13500,22199,OTROS SUMINISTROS,600.0,,600.0,1884.48,
0801F,13500,22400,PRIMAS DE SEGUROS,500.0,,500.0,420.87,
0801F,13500,22699,OTROS GASTOS DIVERSOS,1244.37,,1244.37,305.0,
0801F,13500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,7255.63,,7255.63,8283.21,
0801G,13000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,224.03,,224.03,,
0801G,13000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,,11622.84,9750.27,
0801G,13000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,4770.11,,4770.11,4136.28,
0801G,13000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,6301.29,,6301.29,4674.59,
0801G,13000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,13704.32,,13704.32,11272.65,
0801G,13000,12300,RESIDENCIA PERSONAL FUNCIONARIO,1733.85,,1733.85,1425.44,
0801G,13000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,,
0801G,13000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100.0,,100.0,,
0801G,13000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,200.0,,200.0,,
0801G,13000,22104,VESTUARIO,600.0,,600.0,,
0801G,13000,22200,SERVICIOS DE TELECOMUNICACIONES,100.0,,100.0,,
0801G,13000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,5000.0,,5000.0,,
0801G,13000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,100.0,,100.0,,
0801G,13000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100.0,,100.0,,
0801G,13000,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,20243.67,,20243.67,,
0801G,13000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",10920.66,,10920.66,,
0801G,13000,62900,EQUIPOS DE TRANSMISIONES,,,,,
0801H,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,,13441.8,13441.8,
0801H,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,,11622.84,11622.84,
0801H,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17453.52,,11729.52,11729.52,
0801H,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,60.53,,60.53,,
0801H,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,10387.44,,7814.64,7814.64,
0801H,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,22736.66,,20626.84,20626.83,
0801H,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,23154.69,,20342.04,20342.04,
0801H,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,49153.11,,49153.11,43659.72,
0801H,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,9702.36,,3283.7,3283.7,
0801H,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,6590.18,,5661.55,5661.55,
0801H,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,72260.06,,68350.84,68350.84,
0801H,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,57298.44,,54936.8,54858.17,
0801H,92000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,7851.36,,6520.2,6520.2,
0801H,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,867.48,,867.48,,
0801H,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,134.24,,134.24,,
0801H,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,384.75,,384.75,,
0801H,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",92.34,,92.34,,
0801H,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,121.19,,121.19,916.96,
0801I,92000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,61740.55,,49315.02,49311.03,
0801I,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,,12310.55,12310.55,
0801I,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,5686.08,,5207.95,5207.95,
0801I,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,8100.11,,6512.95,6512.95,
0801I,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,8462.28,,7750.1,7750.1,
0801I,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,18812.64,,18812.64,17229.52,
0801I,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,456.36,,38.41,38.41,
0801I,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,2079.12,,2079.12,1904.14,
0801I,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,25410.09,,25410.09,25361.77,
0801I,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,29354.04,,29354.04,29020.38,
0801I,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,160321.52,,160321.52,159576.93,
0801I,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,3000.0,489.31,3489.31,489.31,
0801I,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2500.0,,2500.0,,
0801I,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500.0,,1500.0,,
0801I,92000,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,300.0,,300.0,,
0801I,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",226500.0,123793.79,350293.79,272475.87,
0801I,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",1000.0,,1000.0,,
0801I,92000,22699,OTROS GASTOS DIVERSOS,9000.0,,9000.0,24587.94,
0801I,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,,
0801I,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,1500.0,,900.0,,
0801I,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1700.0,,1000.0,,
0801I,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1000.0,,500.0,,
0801I,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000.0,,920.0,184.45,
0801J,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,224.03,,224.03,1131.25,
0801J,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,26180.28,,26180.28,26180.28,
0801J,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5447.25,,,,
0801J,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,9096.24,,9096.24,9390.23,
0801J,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,16215.03,,15655.13,15655.13,
0801J,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,15625.5,,13459.85,12319.7,
0801J,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,27771.04,,27771.04,25037.84,
0801J,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,6713.4,,6713.4,6012.71,
0801J,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,5104.08,,5104.08,4378.34,
0801J,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,16509.73,,16509.73,16511.99,
0801J,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13460.52,,13460.52,13460.52,
0801J,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,185404.38,,185404.38,162755.92,
0801J,92000,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,1589.88,,1589.88,1270.76,
0801J,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,5000.0,,5000.0,,
0801J,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",600.0,,600.0,,
0801J,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3800.0,,3800.0,,
0801J,92000,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,220011.0,,220011.0,220011.0,
0801J,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",20000.0,,20000.0,2863.29,
0801J,92000,22699,OTROS GASTOS DIVERSOS,600.0,601151.4,621751.4,629524.66,
0801J,92000,35200,INTERESES DE DEMORA,30000.0,,10000.0,3116.85,
0801K,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13553.82,,13553.82,13441.8,
0801K,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,8717.13,,8717.13,,
0801K,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8799.48,,8799.48,8719.55,
0801K,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,8296.32,,8296.32,8122.65,
0801K,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,18140.48,,18140.48,17963.26,
0801K,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,20112.53,,20112.53,15999.68,
0801K,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,40742.4,,63951.42,50339.08,
0801K,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,20289.36,,180.0,,
0801K,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,4783.64,,4783.64,3479.08,
