#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0701B,16300,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",10400,0,10400,2142.55
0701B,16300,62400,ELEMENTOS DE TRANSPORTE,400000,380761.88,780761.88,0
0701B,16300,62900,EQUIPOS DE TRANSMISIONES,0,0,0,0
0701B,16300,63300,"REPOSICIÓN DE MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",18000,0,18000,0
0701B,16301,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,365415.48,0,365415.48,75831.44
0701B,16301,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,16272.24,600,16872.24,2607.93
0701B,16301,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,450958.89,-600,450358.89,123216.45
0701B,16301,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,80022.73,0,80022.73,27577
0701B,16301,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,24045.82,0,24045.82,163148.2
0701B,16301,13101,HORAS EXTRAORDINARIAS PERSONAL LABORAL TEMPORAL,10903.31,0,10903.31,6665.35
0701B,16301,13102,OTRAS REMUNERACIONES PERSONAL LABORAL TEMPORAL,31633.79,0,31633.79,251175.12
0701B,16301,13900,INCREMENTO RETRIBUCIONES 1% 2017,13684.79,0,13684.79,0
0701B,16301,16000,SEGURIDAD SOCIAL,392489.01,0,392489.01,144749.87
0701B,16301,16205,SEGUROS,3923.85,0,3923.85,0
0801A,13000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,54955.2,0,54955.2,48920.72
0801A,91200,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,400.01
0801A,91200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,100,0,100,0
0801A,91200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",885,0,885,0
0801A,91200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,684,0,684,1255.5
0801A,91200,22201,COMUNICACIONES POSTALES,450,0,450,0
0801A,91200,22202,COMUNICACIONES TELEGRÁFICAS,355,0,355,0
0801A,91200,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,51270,0,51270,42951.89
0801A,91200,22602,PUBLICIDAD Y PROPAGANDA,1000,0,1000,0
0801A,91200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",4060,0,4060,0
0801A,91200,22610,CUOTAS FEDERACION DE MUNICIPIOS,21565.72,0,21565.72,21380.83
0801A,91200,22611,CUOTAS CONFERENCIA CIUDADES ARCO ATLÁNTICO,5684,0,5684,5684
0801A,91200,22613,CUOTAS UNICEF,3000,0,3000,3000
0801A,91200,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,61846
0801A,91200,22699,OTROS GASTOS DIVERSOS,54376.28,0,54376.28,18593.1
0801A,91200,22703,SERVICIOS POSTALES Y MENSAJERÍA,170,0,170,0
0801A,91200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,20000,0,20000,0
0801A,91200,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,3800,0,3800,0
0801A,91200,23010,DIETAS DEL PERSONAL DIRECTIVO,3400,0,3400,0
0801A,91200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1800,0,1800,0
0801A,91200,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2900,0,2900,0
0801A,91200,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,2500,0,2500,0
0801A,91200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000,0,2000,0
0801A,91200,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,47500,-18000,29500,0
0801A,91200,48905,OTRAS TRANSFERENCIAS. CASA DE ÁFRICA,187000,0,187000,187000
0801A,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,39984.48,0,39984.48,40080.21
0801B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000,0,1000,0
0801B,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000,0,1000,0
0801B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000,0,1000,1224.83
0801B,92000,22201,COMUNICACIONES POSTALES,1000,0,1000,0
0801B,92000,22202,COMUNICACIONES TELEGRÁFICAS,1000,0,1000,0
0801B,92000,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,1000,0,1000,0
0801B,92000,22699,OTROS GASTOS DIVERSOS,20000,-5000,15000,0
0801B,92000,22703,SERVICIOS POSTALES Y MENSAJERÍA,1000,0,1000,0
0801B,92000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,46000,0,46000,36156.15
0801B,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,6000,0,6000,1230.04
0801B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,10000,0,10000,777.5
0801C,33300,48913,OTRAS TRANSFERENCIAS MUSEO NÉSTOR,250000,0,250000,250000
0801C,33300,48924,OTRAS TRANFERENCIAS MUSEO CANARIO,50000,0,50000,50000
0801C,33400,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,14561.95,0,14561.95,13576.32
0801C,33400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,24214.25,0,24214.25,23478.24
0801C,33400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,53815.02,0,53815.02,52884.72
0801C,33400,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7263,0,7263,7335.72
0801C,33400,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,13295.04,0,13295.04,13428
0801C,33400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,32697.72,0,32697.72,32317.51
0801C,33400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,51546.55,0,51546.55,50629.94
0801C,33400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,64582.79,0,64582.79,62295.93
0801C,33400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,123809.16,0,123809.16,121198.44
0801C,33400,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,11825.16,0,11825.16,12393.96
0801C,33400,12300,RESIDENCIA PERSONAL FUNCIONARIO,17627.38,0,17627.38,17250.24
0801C,33400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,667748.98,0,667748.98,571710.49
0801C,33400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,643021.29,0,643021.29,546552.73
0801C,33400,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,50519.52,0,50519.52,39316.59
0801C,33400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,129173.64,0,129173.64,130785.14
0801C,33400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,65815.68,0,65815.68,66352.21
0801C,33400,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,32442.84,0,32442.84,25952.54
0801C,33400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",0,0,0,11386.94
0801C,33400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,0,0,0,0
0801C,33400,22699,OTROS GASTOS DIVERSOS,20000,0,20000,8025
0801C,33400,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,50000,0,50000,31668.14
0801C,33400,44900,OTRAS SUBV. A ENTES PÚBL. Y SOC. MERCANTILES DEL AYTO.,5791000,455000,6246000,6246000
0801C,33400,48901,OTRAS TRANSFERENCIAS FUNDACIÓN AUDITORIO TEATRO PÉREZ GALDÓS,1000000,0,1000000,1000000
0801C,33400,48923,OTRAS TRANSFERENCIAS AMIGOS DE LA ÓPERA,350000,0,350000,350000
0801C,33400,48925,OTRAS TRANFERENCIAS ESCUELA LUJÁN PÉREZ,50000,0,50000,50000
0801C,33400,48926,OTRAS TRANFERENCIAS R.S. ECONÓM. AMIGOS DEL PAÍS,6000,0,6000,6000
0801C,33400,48927,OTRAS TRANFERENCIAS GABINETE LITERARIO,5000,0,5000,5000
0801C,33400,48928,OTRAS TRANFERENCIAS SOCIEDAD FILARMÓNICA L.P.G.C.,10000,0,10000,10000
0801C,33400,48929,OTRAS TRANFERENCIAS AMIGOS CANARIOS DE LA ZARZUELA,12000,0,12000,12000
0801C,33400,48938,OTRAS TRANSFERENCIAS R.A. BELLAS ARTES S. MIGUEL ARCÁNGEL,4000,0,4000,4000
0801C,33400,48939,OTRAS TRANSFERENCIAS ASOC. ISLAS CAN. ARTISTAS VISUALES,4000,0,4000,4000
0801C,33400,48940,OTRAS TRANSFERENCIAS ASOC. CULT. ORQUESTA BÉLA BARTÓK,15000,0,15000,15000
0801C,33400,48942,OTRAS TRANSF. FUNDACIÓN CANARIA JUAN  NEGRIN,0,18000,18000,0
0801C,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,6400,0,6400,0
0801C,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",0,0,0,3923.04
0801C,92000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,0,0,0,823.98
0801C,92000,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,0,0,0,385.2
0801C,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500,0,500,321
0801C,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,600,0,600,374.89
0801C,92000,22104,VESTUARIO,5200,0,5200,1034.38
0801C,92000,22109,ÚTILES Y HERRAMIENTAS,3520,0,3520,2237.71
0801C,92000,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1400,0,1400,888.68
0801C,92000,22199,OTROS SUMINISTROS,0,0,0,5461.65
0801C,92000,22699,OTROS GASTOS DIVERSOS,9380,0,9380,0
0801D,13200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,86251.55,0,86251.55,69012.96
0801D,13200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,356433.76,0,356433.76,333267.99
0801D,13200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,4725540.54,-247997.18,4477543.36,4214509.77
0801D,13200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,16341.75,0,16341.75,1229.48
0801D,13200,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,1001348.04,0,1001348.04,939590.11
0801D,13200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,2491086.93,-121602.46,2369484.47,2235172.58
0801D,13200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,2861244.64,-126316.84,2734927.8,2516701.46
0801D,13200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,6764324.96,-347127.96,6417197,6004413.87
0801D,13200,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,54008.64,0,54008.64,33729.94
0801D,13200,12300,RESIDENCIA PERSONAL FUNCIONARIO,826754.51,-7706.16,819048.35,732239.85
0801D,13200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,86642.88,0,86642.88,86748.51
0801D,13200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,75272.64,0,75272.64,74081.96
0801D,13200,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,7814.28,0,7814.28,7385.97
0801D,13200,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,394190.28,0,394190.28,344781.28
0801D,13200,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,15408,0,15408,11964.94
0801D,13200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,0,1400,1400,1400
0801D,13200,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,0,0,0,6580.5
0801D,13200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,9000,0,9000,27917.79
0801D,13200,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",15000,0,15000,4516.99
0801D,13200,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,30000,0,30000,3630.88
0801D,13200,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,2000,0,2000,0
0801D,13200,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,8000,0,8000,3269.09
0801D,13200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,40000,0,40000,11802.71
0801D,13200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,8000,0,8000,14530.28
0801D,13200,22103,COMBUSTIBLES Y CARBURANTES,0,0,0,0
0801D,13200,22104,VESTUARIO,606500,-49690.73,556809.27,295681.15
0801D,13200,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,2000,0,2000,0
0801D,13200,22109,ÚTILES Y HERRAMIENTAS,3000,0,3000,9
0801D,13200,22113,MANUTENCIÓN DE ANIMALES,5000,0,5000,0
0801D,13200,22199,OTROS SUMINISTROS,40000,0,40000,25176.98
0801D,13200,22201,COMUNICACIONES POSTALES,2000,0,2000,122.4
0801D,13200,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,2000,0,2000,0
0801D,13200,22500,TRIBUTOS ESTATALES,0,0,0,500
0801D,13200,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,6500,0,6500,13280.53
0801D,13200,22602,PUBLICIDAD Y PROPAGANDA,1000,0,1000,0
0801D,13200,22603,PUBLICACIÓN EN DIARIOS OFICIALES,2000,0,2000,598.02
0801D,13200,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,0
0801D,13200,22699,OTROS GASTOS DIVERSOS,3000,0,3000,6877.21
0801D,13200,23010,DIETAS DEL PERSONAL DIRECTIVO,0,0,0,418.48
0801D,13200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,2500,0,2500,3248.96
0801D,13200,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,0,0,0,564.6
0801D,13200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2500,0,2500,4152.16
0801D,13200,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,5392.29
0801D,13200,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",0,48290.73,48290.73,218.85
0801D,13200,62400,ELEMENTOS DE TRANSPORTE,176750,64670.48,241420.48,176587.41
0801D,13200,62500,MOBILIARIO,38000,0,38000,392.69
0801D,13200,64100,GASTOS EN APLICACIONES INFORMÁTICAS,200000,-100000,100000,0
0801D,13300,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,297783,0,297783,318098.79
0801D,13300,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,0,0,0,4790.05
0801D,13300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,134542.32,0,134542.32,145873.12
0801D,13300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,151570.44,0,151570.44,158721.61
0801D,13300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,360616.32,0,360616.32,385331.21
0801D,13300,12300,RESIDENCIA PERSONAL FUNCIONARIO,47345.16,0,47345.16,50578.51
0801D,13300,22709,SERVICIO DE GRÚAS,50000,0,50000,17225.05
0801E,13600,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,2240.3,0,2240.3,1120.15
0801E,13600,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,79995.3,0,79995.3,79327.08
0801E,13600,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,999267.75,0,999267.75,982704.97
0801E,13600,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,200497.08,0,200497.08,191232.07
0801E,13600,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,598478.18,0,598478.18,595505.31
0801E,13600,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,651275.86,0,651275.86,635303.42
0801E,13600,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,1681858.16,4950,1686808.16,1685840.37
0801E,13600,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,1562932.44,0,1562932.44,1626113.38
0801E,13600,12300,RESIDENCIA PERSONAL FUNCIONARIO,172065.85,0,172065.85,171194.27
0801E,13600,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,51400.2,0,51400.2,49889.81
0801E,13600,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,44326.56,0,44326.56,43520.01
0801E,13600,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,4948.68,0,4948.68,4512.08
0801E,13600,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,66105.36,0,66105.36,65512.89
0801E,13600,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,70237.32,0,70237.32,68409.5
0801E,13600,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,4992.96,0,4992.96,3844.55
0801E,13600,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",1000,0,1000,1225.04
0801E,13600,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,0,0,0,0
0801E,13600,20900,CÁNONES,1000,0,1000,943.07
0801E,13600,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,42396.28,0,42396.28,3003.14
0801E,13600,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3000,0,3000,3025.22
0801E,13600,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,30000,0,30000,56064.63
0801E,13600,21401,MANTENIMIENTO ESPECIALIZADO DE VEHÍCULOS DE BOMBEROS,87500,0,87500,32644.72
0801E,13600,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,1000,0,1000,565.89
0801E,13600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,600,0,600,32.89
0801E,13600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100,0,100,0
0801E,13600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000,0,1000,898.81
0801E,13600,22102,GAS,150,0,150,58.05
0801E,13600,22103,COMBUSTIBLES Y CARBURANTES,42000,0,42000,40871.01
0801E,13600,22104,VESTUARIO,42451.16,0,42451.16,5215.57
0801E,13600,22105,PRODUCTOS ALIMENTICIOS,4000,0,4000,268.1
0801E,13600,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,350,0,350,0
0801E,13600,22109,ÚTILES Y HERRAMIENTAS,1200,0,1200,549.98
0801E,13600,22110,PRODUCTOS DE LIMPIEZA Y ASEO,0,0,0,1100.27
0801E,13600,22111,"SUMINISTROS DE REPUESTOS DE MAQ., UTILLAJE Y ELEM. TRANSP.",18000,0,18000,16715.12
0801E,13600,22199,OTROS SUMINISTROS,1000,0,1000,10342.24
0801E,13600,22300,GASTOS DE TRANSPORTES,0,0,0,2253.9
0801E,13600,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,1500,0,1500,18990.36
0801E,13600,22602,PUBLICIDAD Y PROPAGANDA,3000,0,3000,5926.85
0801E,13600,22603,PUBLICACIÓN EN DIARIOS OFICIALES,1000,0,1000,0
0801E,13600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",50000,-22500,27500,0
0801E,13600,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,5583.46,5583.46,1806.01
0801E,13600,22699,OTROS GASTOS DIVERSOS,8000,0,8000,21240.12
0801E,13600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,161867.64,0,161867.64,150230.79
0801E,13600,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000,0,1000,0
0801E,13600,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000,0,1000,0
0801E,13600,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,30000,23582.94,53582.94,15692.73
0801E,13600,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,50000,54644.17,104644.17,0
0801E,13600,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",18000,15579.85,33579.85,27748.18
0801E,13600,62400,ELEMENTOS DE TRANSPORTE,360000,330000,690000,329860
0801E,13600,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,19000,45331.09,64331.09,45331.09
0801E,13600,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,0,8182.34,8182.34,8182.34
0801E,13600,62909,OTRAS INV NUEVAS ASOC AL FUNCIONAM OPERATIVO DE LOS SERV,0,300000,300000,0
0801E,13600,64100,GASTOS EN APLICACIONES INFORMÁTICAS,0,192828.97,192828.97,135128.81
0801F,13500,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1000,0,1000,7972.68
0801F,13500,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,5000,0,5000,3422.36
0801F,13500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,200,0,200,0
0801F,13500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,150,0,150,611.36
0801F,13500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,200,0,200,294.71
0801F,13500,22104,VESTUARIO,22050,0,22050,8755.52
0801F,13500,22105,PRODUCTOS ALIMENTICIOS,18000,0,18000,0
0801F,13500,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,1594.37,0,1594.37,454
0801F,13500,22109,ÚTILES Y HERRAMIENTAS,1400,0,1400,0
0801F,13500,22110,PRODUCTOS DE LIMPIEZA Y ASEO,600,0,600,0
0801F,13500,22199,OTROS SUMINISTROS,0,0,0,10135.83
0801F,13500,22400,PRIMAS DE SEGUROS,3000,0,3000,421.44
0801F,13500,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,8123
0801F,13500,22699,OTROS GASTOS DIVERSOS,600,0,600,5480.92
0801F,13500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,7255.63,0,7255.63,7594.04
0801G,13000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,28003.75,0,28003.75,19729.98
0801G,13000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,0
0801G,13000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,8788.32,0,8788.32,6152.23
0801G,13000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,16594.62,0,16594.62,9864.09
0801G,13000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,21335.78,0,21335.78,11060.18
0801G,13000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,47051.96,-3100,43951.96,24751.08
0801G,13000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,8609.28,0,8609.28,12191.04
0801G,13000,12300,RESIDENCIA PERSONAL FUNCIONARIO,6030.7,0,6030.7,3051.87
0801G,13000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500,0,500,0
0801G,13000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100,0,100,0
0801G,13000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,200,0,200,651.9
0801G,13000,22104,VESTUARIO,500,0,500,3446.52
0801G,13000,22200,SERVICIOS DE TELECOMUNICACIONES,100,0,100,0
0801G,13000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",100,0,100,407.09
0801G,13000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,5000,0,5000,0
0801G,13000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,100,0,100,0
0801G,13000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100,0,100,0
0801G,13000,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,20243.67,0,20243.67,0
0801G,13000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,10532.07
0801H,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,0,13441.8,13576.32
0801H,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,11739.12
0801H,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,9453.99,0,9453.99,8814.12
0801H,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,605.25,0,605.25,0
0801H,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,7608,0,7608,7614.92
0801H,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,15495.62,0,15495.62,15352.51
0801H,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,19544.22,0,19544.22,19071.72
0801H,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,41941.6,0,41941.6,41222.28
0801H,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,5392.43,0,5392.43,5231.4
0801H,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,66125.76,0,66125.76,62626.92
0801H,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,57298.44,0,57298.44,54636.69
0801H,92000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,7044.12,0,7044.12,6042.11
0801H,92000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,642.12,0,642.12,483.49
0801H,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1600,0,1600,0
0801H,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,0,0,0,0
0801I,92000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,57235.68,0,57235.68,57808.45
0801I,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,0,13441.8,13576.32
0801I,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,5686.56,0,5686.56,5744.64
0801I,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,6513,0,6513,6579.25
0801I,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,8462.28,0,8462.28,8547
0801I,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,18812.64,3100,21912.64,19006.68
0801I,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,2079.12,0,2079.12,2100
0801I,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,24090.6,0,24090.6,23571.13
0801I,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,29354.04,0,29354.04,27220.14
0801I,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,207438.96,0,207438.96,158952.03
0801I,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,3000,0,3000,0
0801I,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2500,0,2500,377.1
